,artists,duration_ms,explicit,id,mode,name,popularity,release_date,year,language,combined_features
7947,['Bebe Rexha'],206581,0,7IOxauZfx5l18mYfX0GZm6,0,Knees,68,2018-06-22,2018,,['Bebe Rexha'] 2018-06-22
62407,['Mother Mother'],198333,0,65KBfpYGEFeHjSa29Sa2OF,1,Bit By Bit,49,2012-09-18,2012,,['Mother Mother'] 2012-09-18
112128,['The Spinners'],196653,0,7DCav3rL0B3A5Lp7CXcatN,1,Mighty Love,34,1974,1974,,['The Spinners'] 1974
96125,['La Factoria'],203360,0,6JpA44skFrcFKWuVWD01Mk,0,Todavia,54,2003-01-01,2003,,['La Factoria'] 2003-01-01
112670,['The Blues Brothers'],249400,0,0Xrk5qLPV212FdgjlttQLM,1,She Caught the Katy,50,1980,1980,,['The Blues Brothers'] 1980
3521,['Jim Stafford'],192867,0,46PZ18T8OG7a5aF2iglPDt,1,My Girl Bill,24,1974-01-01,1974,English,['Jim Stafford'] 1974-01-01
130897,"['Harold Melvin & The Blue Notes', 'Teddy Pendergrass']",279427,0,46Liv0Pkip7IL14eJeHHbu,1,To Be True (feat. Teddy Pendergrass),35,1974-03-01,1974,,"['Harold Melvin & The Blue Notes', 'Teddy Pendergrass'] 1974-03-01"
138998,['Jackie Wilson'],225387,0,4l1vkRQgycmsEWhCSTvTQH,1,I Don't Need You Around,33,1967,1967,,['Jackie Wilson'] 1967
42940,['Fairport Convention'],215107,0,6PQ4LvywnlGR86T4HHO17e,0,Genesis Hall,24,1969-07-03,1969,,['Fairport Convention'] 1969-07-03
140154,['El Gran Combo De Puerto Rico'],225973,0,0XPgxvMQj0m6aqdqR92XL7,1,Asi Son,36,1979,1979,,['El Gran Combo De Puerto Rico'] 1979
132037,['David Pack'],292787,0,5K27xdI3aPGoyXnxdcan82,1,I Just Can't Let Go,46,1985,1985,,['David Pack'] 1985
57869,"['Bert Jansch', 'John Renbourn']",103224,0,1xVDRZoTyN6oCZJmSVMf9u,0,Piano Tune - 2015 Remaster,22,1966-09-01,1966,,"['Bert Jansch', 'John Renbourn'] 1966-09-01"
17936,"['Doris Day', 'Paul Weston And His Orchestra']",144733,0,2bVZGXNXDlmxpNLy5Slvun,0,Wrap Your Troubles In Dreams (And Dream Your Troubles Away) (with Paul Weston & His Music From Hollywood),15,1957-11-11,1957,,"['Doris Day', 'Paul Weston And His Orchestra'] 1957-11-11"
8547,['Orchestra Studio 7'],240562,0,5KtvK5wmBYwv1AgcrXetnf,0,Ma comm'aggia fa' - Instrument and base Version,0,1942-11-13,1942,,['Orchestra Studio 7'] 1942-11-13
165344,"['Frank Zappa', 'The Mothers Of Invention']",356720,0,74CyCepTdGYvv2lOeROUy9,1,San Ber'dino,33,1975-06-25,1975,,"['Frank Zappa', 'The Mothers Of Invention'] 1975-06-25"
99046,['ชยุดี วสวานนท์'],514880,0,2CJbabH4eIfK4mbCVzcXgd,1,มะลิซ้อน 2 ชั้น,0,1938,1938,,['ชยุดี วสวานนท์'] 1938
72651,"[""The Lovin' Spoonful""]",142040,0,2Al5Hb5qwZjum6sgbkaiqm,1,Bald Headed Lena,18,1966-03,1966,,"[""The Lovin' Spoonful""] 1966-03"
22,"['Frédéric Chopin', 'Vladimir Horowitz']",245440,0,6VUm7Dg5sufmG01IYcoJE3,1,"Andante spianato in E-Flat Major, Op. 22",0,1928,1928,,"['Frédéric Chopin', 'Vladimir Horowitz'] 1928"
31378,"['Anthony Brown & group therAPy', 'Group Therapy']",257093,0,37PMWc1U9QTGRSh9cKzvDj,1,Testimony,47,2012-08-21,2012,,"['Anthony Brown & group therAPy', 'Group Therapy'] 2012-08-21"
6330,['Panteon Rococo'],206600,0,2HZ9lGdprVT5XpOUf12h4z,1,Esta Noche,61,2002-04-30,2002,Spanish,['Panteon Rococo'] 2002-04-30
88090,['Francisco Canaro'],151467,0,2TdBHm411Q9eU09zF24HHW,0,Padre Nuestro - Remasterizado,0,1923-07-09,1923,,['Francisco Canaro'] 1923-07-09
2609,['Frank Chacksfield & His Orchestra'],196800,0,1WKPLJKZl0qQxOPVdlffHM,1,"Theme From ""Picnic"" Introducing ""Moonglow""",23,1965-11-01,1965,English,['Frank Chacksfield & His Orchestra'] 1965-11-01
111879,['The Staple Singers'],289013,0,7sxTjnPqokxnHlLrZorBK7,1,I'll Take You There,43,1972,1972,,['The Staple Singers'] 1972
115802,['Rockabye Lullaby'],220000,0,6siSMJB7m5aOxbSPoB7eUv,1,When You Wish Upon A Star - Pinocchio,60,2011-04-26,2011,,['Rockabye Lullaby'] 2011-04-26
13933,['Joséphine Baker'],147733,0,7stpeZplK3IUyiIFBE9UIU,1,La conga Blicoti,36,1997,1997,,['Joséphine Baker'] 1997
132677,['Gloria Trevi'],246160,0,3h2XWByAhTuWGLAzyyjWo2,1,Me Siento Tan Sola,40,1992-07-24,1992,,['Gloria Trevi'] 1992-07-24
138656,['The Everly Brothers'],152067,0,5C9ZW69WIoyEGg7QGJaIWI,1,Lucille,29,1964-08-01,1964,,['The Everly Brothers'] 1964-08-01
9732,['Tito Puente & His Orchestra'],168484,0,1TeZdzLTJ4ukKZ5XJlogmE,1,Guajeo En Dominante,5,1955-12-31,1955,,['Tito Puente & His Orchestra'] 1955-12-31
70137,"['Audien', 'Lady A']",212619,0,33lXq3csEWwYNn6x0sM3Et,1,Something Better,52,2015-08-28,2015,,"['Audien', 'Lady A'] 2015-08-28"
20807,"['Dwight Yoakam', 'Maria McKee']",199467,0,33j3lkCUr8pP6s8hhgMHRO,1,Bury Me (feat. Maria McKee),28,1986,1986,,"['Dwight Yoakam', 'Maria McKee'] 1986"
28109,['Pat Benatar'],325027,0,3eAh3qyyASMRQV9639vPHi,0,In The Heat Of The Night,28,1979-01-01,1979,,['Pat Benatar'] 1979-01-01
15482,['Thompson Square'],202907,0,6PQ0WLZnT479J7Q1TGIb3n,1,If I Didn't Have You,50,2013-03-26,2013,,['Thompson Square'] 2013-03-26
32942,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",170267,0,5omyUxHJD8Z4T6TKCOvAm0,1,The Firebird Suite: Introduction - Revised 1945 Version,0,1948,1948,,"['Igor Stravinsky', 'Columbia Symphony Orchestra'] 1948"
132662,['Beastie Boys'],194187,1,40IeRufLQe3vruKtqYBM4m,1,The Skills To Pay The Bills,44,1992-04-21,1992,,['Beastie Boys'] 1992-04-21
105739,['The White Stripes'],157560,0,2b0AarwIy6Dr0oJeAhc80s,0,Blue Orchid,56,2005-06-07,2005,,['The White Stripes'] 2005-06-07
114224,['Grupo Modelo'],238493,0,3pFenid397ZiUWJKGW668V,1,Quiéreme Más,49,1995-01-01,1995,,['Grupo Modelo'] 1995-01-01
94496,"[""Guns N' Roses""]",263573,1,62pJJQjiTaTsFYFjDIYjYU,1,Out Ta Get Me,50,1987-07-21,1987,,"[""Guns N' Roses""] 1987-07-21"
94663,['Phil Collins'],327747,0,4F2t297QK40XFcIHqkmLHs,1,I Wish It Would Rain Down - 2016 Remaster,62,1989-11-20,1989,,['Phil Collins'] 1989-11-20
49243,"[""Anita O'Day""]",239000,0,2LXKryr21UcmWOkdgR7kdZ,0,Man With The Horn,9,1956-01-01,1956,,"[""Anita O'Day""] 1956-01-01"
28713,['Los Invasores De Nuevo León'],160760,0,31YT0lcnBdYobw9GwmM1ZG,1,Homenaje A Carlos Y José,28,1985-01-01,1985,,['Los Invasores De Nuevo León'] 1985-01-01
48687,['Vishnupant Pagnis'],208600,0,2gkqRICOSUdEW2S4N6DTpY,1,Kanha Tujhi,0,1951-12-01,1951,,['Vishnupant Pagnis'] 1951-12-01
119334,['Gerry Mulligan Quartet'],36680,0,3xKzX9jhJUeIB9nX8D0pJK,1,Utter Chaos #1,7,1952,1952,,['Gerry Mulligan Quartet'] 1952
110458,['The Everly Brothers'],221493,0,40q4j9MEU1UnVQeADk55fK,1,Roving Gambler,26,1958,1958,,['The Everly Brothers'] 1958
54473,['Maze & Frankie Beverly'],307267,0,0QEebnjzgRsHR0lO6gHsn0,0,Before I Let Go,41,2008,2008,,['Maze & Frankie Beverly'] 2008
166099,['J.J. Cale'],169360,0,6tZF1isUvYNQviZjSlVPmr,1,City Girls,40,1982-03,1982,,['J.J. Cale'] 1982-03
81562,['Johnny Horton'],152067,0,1XRA4Tjb2YrcQU5ThDllCw,1,The Battle Of New Orleans,46,1956,1956,,['Johnny Horton'] 1956
156073,['Sgt. Barry Sadler'],126440,0,3GVR09QIPYycWBEWjzJXM2,1,"The ""A"" Team",21,1966,1966,,['Sgt. Barry Sadler'] 1966
58779,['Al Jarreau'],193827,0,0d1SbpuN5yVN79NyAb0YuU,0,Sweet Potato Pie,23,1975,1975,,['Al Jarreau'] 1975
122509,['Ministry'],228840,0,2IRdmtMgRc2o0g4q59T3dz,0,Revenge,37,1983,1983,,['Ministry'] 1983
154696,"['Pietro Mascagni', 'Renato Cellini']",148280,0,0Z92An7oysqP0N8TVGKcMd,1,"Cavalleria Rusticana: Tu qui, Santuzza?",1,1953,1953,,"['Pietro Mascagni', 'Renato Cellini'] 1953"
120001,"['Ella Fitzgerald', 'Paul Weston And His Orchestra']",198120,0,76DjUpPVOh8eWgY8QzrfaZ,1,Change Partners,27,1958-01-01,1958,,"['Ella Fitzgerald', 'Paul Weston And His Orchestra'] 1958-01-01"
141264,['Juan Gabriel'],159493,0,7bAZfbX3ElF6b3deYNBKlF,1,Ya Lo Pasado Pasado (En Vivo) - En el Palacio de Bellas Artes,47,1990-12-25,1990,,['Juan Gabriel'] 1990-12-25
44720,"['U2', 'Steve Lillywhite']",293227,0,4tRgxIAzFBXVkf0qxBjuh9,1,Red Hill Mining Town - Steve Lillywhite 2017 Mix,36,1987-03-03,1987,,"['U2', 'Steve Lillywhite'] 1987-03-03"
61889,['The Orion Experience'],186227,0,3hZxlIpCmYPgUDbn3XMqeC,1,The Queen of White Lies,43,2007,2007,,['The Orion Experience'] 2007
153483,['Banda Republicana'],185960,0,71pgp4NmzOHZSElOND9q5d,1,Coplas de la Defensa de Madrid - Remastered,3,1936-05-21,1936,,['Banda Republicana'] 1936-05-21
46217,['The All-American Rejects'],210733,0,3yNH4HdWyljKSeLLhktrBd,1,Time Stands Still,40,2002-10-15,2002,,['The All-American Rejects'] 2002-10-15
121431,['ZZ Top'],197520,0,0tH43q9uOXKh1shZCs53DP,1,"Hot, Blue and Righteous - 2006 Remaster",44,1973-07-26,1973,,['ZZ Top'] 1973-07-26
10816,['Roy Harper'],210187,0,5IcJS9wIhP9AZxvU24v2AW,1,Forever,24,1966,1966,,['Roy Harper'] 1966
157230,['Queen'],181027,0,1AiIUvuAH3m1Hugunwaqrd,0,Mustapha - Remastered 2011,30,1978-11-10,1978,,['Queen'] 1978-11-10
106192,['Mumford & Sons'],254160,0,06YV4yr9sdJqSNj4HjZk2s,0,White Blank Page,56,2009-10-02,2009,,['Mumford & Sons'] 2009-10-02
43114,['Stonewall Jackson'],162360,0,1ZU0jU7geWJUMNkrNzKovD,1,Me and You and a Dog Named Boo,25,1971-07-28,1971,,['Stonewall Jackson'] 1971-07-28
139894,['The Manhattans'],181307,0,31S04SZjQCMUTEIF9PWIEp,1,Hurt,41,1976,1976,,['The Manhattans'] 1976
139871,['Stevie Wonder'],236933,0,2pjT0KymaeuWq29iFV9raB,1,Easy Goin' Evening (My Mama's Call),39,1976-09-28,1976,,['Stevie Wonder'] 1976-09-28
113048,['Cocteau Twins'],251173,0,1PZMKTfrAn3HikmlYNUwY2,1,"Pearly-Dewdrops' Drops (7"" Version)",47,1984-04-02,1984,,['Cocteau Twins'] 1984-04-02
32117,['Rex Orange County'],197333,0,3SxSrUogj4LpAkLKXeTtTQ,1,Always,66,2019-10-25,2019,,['Rex Orange County'] 2019-10-25
109630,['Lennie Tristano'],345000,0,6ynaaN2gBMEJ5JG5BplRyg,0,Indiana,6,1949-01-01,1949,,['Lennie Tristano'] 1949-01-01
26775,['The Ray Conniff Singers'],123667,0,42uJ8brb7vxlgXD1HeBR8W,1,Edelweiss,23,1966,1966,,['The Ray Conniff Singers'] 1966
9131,"['Francisco Canaro', 'Alberto Arenas']",181680,0,2DgwY82XhKr7urwswEgsis,0,La Ultima Copa - Remasterizado,0,1949-03-14,1949,,"['Francisco Canaro', 'Alberto Arenas'] 1949-03-14"
131843,['Talking Heads'],270200,0,36klliYR1tALa7URj326mF,0,Swamp - Live,40,1984,1984,,['Talking Heads'] 1984
127679,"['Sujan Majhi', 'Girin Chakraborty']",180988,0,2J5kCvuqBjaXIkWhpxcZ7D,1,Amar Bandhu Aailana,0,1942-03-31,1942,,"['Sujan Majhi', 'Girin Chakraborty'] 1942-03-31"
35175,['The Rolling Stones'],227120,0,3ah8SdDswfKAL0upDzf7sO,1,Stray Cat Blues - Live,28,1970-09-04,1970,,['The Rolling Stones'] 1970-09-04
103449,['The Vandals'],114133,0,6rbCaKnfikjHo6RxEDAre9,1,Anarchy Burger (Hold the Government),46,1982-07-01,1982,,['The Vandals'] 1982-07-01
129538,['Aretha Franklin'],164800,0,7wnjCm2hfgbpJzfAnP3CWj,1,Today I Sing the Blues,26,1961-02-27,1961,,['Aretha Franklin'] 1961-02-27
134179,['DJ Khaled'],255400,1,2Ks9TtFe2AD6kK2GX211Ie,0,I'm So Hood,50,2007-06-12,2007,,['DJ Khaled'] 2007-06-12
150062,['Loreena McKennitt'],308627,0,5gkvtTKKixrxQrfm8J20W8,1,All Souls Night,35,1991-09-27,1991,,['Loreena McKennitt'] 1991-09-27
69303,['Deitrick Haddon Presents Voices of Unity'],409427,0,0xps377AtjblNhtzNzpioJ,1,He's Able,38,2007-10-29,2007,,['Deitrick Haddon Presents Voices of Unity'] 2007-10-29
21002,['JVC Force'],359693,1,4gL6J18mb93kNay5kuAUFR,1,Strong Island,35,1988,1988,,['JVC Force'] 1988
24340,"['Samuel Barber', 'Leontyne Price']",205653,0,6QF4VngkOdd9nNCcy3vqJO,0,"4 Songs, Op. 13: 4. Nocturne",0,1935,1935,,"['Samuel Barber', 'Leontyne Price'] 1935"
73491,['John Denver'],217387,0,4bX6LsiD6iDqxMsJH24Sda,1,Spirit,22,1975-09,1975,,['John Denver'] 1975-09
128753,['George Shearing'],182600,0,7q7MJhbsJiggp9e1qmfsBE,1,I'll Never Smile Again,5,1953-01-01,1953,,['George Shearing'] 1953-01-01
155297,['Elvis Presley'],128720,0,5xJ7ymugrFxDDKl3JNQCqR,1,Let Me,21,1959-01-23,1959,,['Elvis Presley'] 1959-01-23
75954,['Mike Ness'],169933,0,7dzMRMuaA5hE05jPVOqtNp,1,I Fought The Law,38,1999-01-01,1999,,['Mike Ness'] 1999-01-01
101804,['Bob Dylan'],184267,0,0QWvnpH7daskoXwKa59xGT,1,Outlaw Blues,39,1965-03-22,1965,,['Bob Dylan'] 1965-03-22
49405,['Charlie Parker Quintet'],190773,0,6RCsp482J2luSXM2RAtZqt,1,Swedish Schnapps,10,1958-01-01,1958,,['Charlie Parker Quintet'] 1958-01-01
110462,['Billie Holiday'],197093,0,6pyIYkI6eckBahwLKnAfHG,0,You've Changed,31,1958-06,1958,,['Billie Holiday'] 1958-06
169671,['Imagine Dragons'],210933,0,2bzitsPcImYC6DZWvvLCQi,1,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",70,2018-11-09,2018,,['Imagine Dragons'] 2018-11-09
129202,['Junior Wells'],135866,0,0PIaEqgCwnWf3Qi8UI8zWP,0,Messin' With The Kid,21,1957,1957,,['Junior Wells'] 1957
87500,"['Lil Dicky', 'Brendon Urie']",244340,1,0NBiC3zLXoBQXBjsbnbwJq,1,Molly (feat. Brendon Urie of Panic at the Disco),70,2015-07-31,2015,,"['Lil Dicky', 'Brendon Urie'] 2015-07-31"
40732,"['Ludwig van Beethoven', 'Rudolf Serkin']",176787,0,2H48Y2xIugGCuLwjP1cUqk,1,"Variations on a Waltz by Diabelli, Op. 120: Variation 14: Grave e maestoso",0,1947,1947,,"['Ludwig van Beethoven', 'Rudolf Serkin'] 1947"
161112,['Luke Combs'],230240,0,02Ey48n33H3erWJRZAtTFj,1,This One's for You,62,2017-06-02,2017,,['Luke Combs'] 2017-06-02
69718,"['Wiz Khalifa', 'Chevy Woods']",296359,1,4zkSQ6COmfqKgCOxNtrcd8,0,Homicide,43,2011-02-17,2011,,"['Wiz Khalifa', 'Chevy Woods'] 2011-02-17"
31814,['eevee'],86571,0,2U42jVkNgEU6DoM64eFD7i,1,viola,59,2016-02-10,2016,,['eevee'] 2016-02-10
75155,['Liberación'],173307,0,6nPffkaC4aB5fGT7bu773P,1,Pequeña Orgullosa,30,1991-01-01,1991,,['Liberación'] 1991-01-01
137195,['Fort Wingate Indian School'],72347,0,0TnxzJ7WCTKQl30b1gsEn1,1,Song of Happiness,1,1949-01-01,1949,,['Fort Wingate Indian School'] 1949-01-01
129150,"['Stan Getz', 'Oscar Peterson Trio']",454573,0,4sA7F6wOKndI7PQUzLR7FL,1,I Want To Be Happy,25,1957-01-01,1957,,"['Stan Getz', 'Oscar Peterson Trio'] 1957-01-01"
101603,['Boots Randolph'],121933,0,1IfFphfaKhVd4h6woepFpV,1,Yakety Sax,36,1963,1963,,['Boots Randolph'] 1963
46027,"['Lucky Ali', 'Ramya']",383213,0,0zX7Zcf1ijrwrhT65pcdb8,1,Na Tum Jano Na Hum,43,2000-10-01,2000,,"['Lucky Ali', 'Ramya'] 2000-10-01"
60193,['Grateful Dead'],344827,0,56o0uObvuYKJ93VTpfEf9Q,1,Dear Mr. Fantasy - Live October 1989 - April 1990,26,1990,1990,,['Grateful Dead'] 1990
33110,"['Giuseppe Verdi', 'Arturo Toscanini']",80200,0,35MC6BiUuWN7tpEdHp4L9h,1,"Aida: Pur ti riveggo, mia dolce Aida",0,1949,1949,,"['Giuseppe Verdi', 'Arturo Toscanini'] 1949"
159777,"['Lyrics Born', 'Joyo Velarde', 'Gift Of Gab', 'Blackalicious']",214347,1,3cq68LrfebgBW4sgXHtHOF,0,Callin' Out,46,2003-08-05,2003,,"['Lyrics Born', 'Joyo Velarde', 'Gift Of Gab', 'Blackalicious'] 2003-08-05"
126641,['Markos Vamvakaris'],188760,0,1rrWw0JWFCWeAKuktp1aa7,1,Ores me threfei o loulas,0,1930-01-01,1930,,['Markos Vamvakaris'] 1930-01-01
104773,['Elliott Smith'],259893,0,6WuRo5MdVrpKCl6lkKIAlp,1,Needle In The Hay,50,1995,1995,,['Elliott Smith'] 1995
106950,"['Quinn XCII', 'Chelsea Cutler']",240013,0,7cM9Kqto11iJpY2RwgVJSq,0,Flare Guns,70,2017-09-15,2017,,"['Quinn XCII', 'Chelsea Cutler'] 2017-09-15"
116543,"['BLIND.SEE', 'BRYOZA']",128496,1,2MvxhedNhxhj32eVQJnmII,1,Rockstar Shit,73,2019-06-10,2019,,"['BLIND.SEE', 'BRYOZA'] 2019-06-10"
115228,"['Dru Hill', 'Jermaine Dupri']",242360,0,0IBgCsG8dRnUtveiIaoFHF,0,In My Bed - So So Def Mix,56,2005-10-11,2005,,"['Dru Hill', 'Jermaine Dupri'] 2005-10-11"
137085,['Manuel Pomian'],161693,0,2H6Z2XNXJWyAMMpSgNtCoP,1,Escoria Humana,3,1948,1948,,['Manuel Pomian'] 1948
25749,"['The Channels', 'Earl Lewis']",148538,0,7hnXH9EMEE2BNe7spQLjz2,0,My Heart is Sad,7,1956-03-01,1956,,"['The Channels', 'Earl Lewis'] 1956-03-01"
115874,"['Nicki Minaj', '2 Chainz']",268493,1,4It00tEYLwpjQtAhqnjCPC,1,Beez In The Trap,60,2012-01-01,2012,,"['Nicki Minaj', '2 Chainz'] 2012-01-01"
111271,['The Beach Boys'],171933,0,7wIUUd3gcvZVXKhF6QVcFS,0,"Caroline, No - Remastered",35,1966-06-16,1966,,['The Beach Boys'] 1966-06-16
162103,"[""L'Orchestra Italiana""]",287213,0,25czLyyJmaKavrYTVq4XBg,1,Catari - Instrumental,0,1940-06-29,1940,,"[""L'Orchestra Italiana""] 1940-06-29"
19837,['Bad Company'],204200,0,29CeRixPlIm1czGABXpm7p,1,Leaving You - 2017 Remaster,29,1977-03-03,1977,,['Bad Company'] 1977-03-03
32578,['Orchestra Studio 7'],204408,0,72NczD0NAKsVqlsngSybEm,0,Indifferentemente - Musical base Version,0,1942-11-13,1942,,['Orchestra Studio 7'] 1942-11-13
152807,['Jeremy Zucker'],146147,0,63nJIngH6cMV70V5IUx3Ex,1,"always, i'll care",76,2020-04-17,2020,,['Jeremy Zucker'] 2020-04-17
50364,['Jackie Wilson'],154400,0,6i8G9e4qNcn7kmgP6shDyr,1,I'm The One To Do It,22,1967,1967,,['Jackie Wilson'] 1967
134959,['MKTO'],250747,0,0mtmrbRFsectINNpHdDkUQ,1,Just Imagine It,63,2015-07-24,2015,,['MKTO'] 2015-07-24
45403,['Caifanes'],312573,0,0VyBuLT2OfBL0RzFtMZTBG,0,La Llorona,46,1994,1994,,['Caifanes'] 1994
102247,['Rodríguez'],152347,0,2Xn7NadvZ56D0B2D7x2CSL,1,Crucify Your Mind,58,1970-03-05,1970,,['Rodríguez'] 1970-03-05
6979,['Mr. C'],222080,0,5xM801uXVrqhUb0PzeSLvJ,0,Cha Cha Slide,57,2009-03-10,2009,English,['Mr. C'] 2009-03-10
31813,['Green Day'],205440,0,278Ao6KQDxWGGszv24uvhI,1,Bang Bang,60,2016-10-07,2016,,['Green Day'] 2016-10-07
75724,['Boston'],244400,0,36Zd4K1dCaFuq0OXGtf2VQ,1,Tell Me,35,1997,1997,,['Boston'] 1997
69569,['Ryan Bingham'],371440,0,38wl30PS8GaNmwLblsQerL,0,All Choked Up Again,43,2010-01-01,2010,,['Ryan Bingham'] 2010-01-01
164035,['Gene Chandler'],148049,0,36B9lAfF9aMXJtLJZu65Fl,1,Festival Of Love,13,1962-01-01,1962,,['Gene Chandler'] 1962-01-01
1109,['Stathis Koukoularis'],232840,0,0vIYvUmw3ZApy8xBbbi0r8,1,Konialis,0,1950-01-01,1950,Greek,['Stathis Koukoularis'] 1950-01-01
7608,['Parker McCollum'],251520,0,288eXU0ypAeWJebnN1OpTU,1,High Above The Water,53,2015-02-24,2015,,['Parker McCollum'] 2015-02-24
168334,['Tally Hall'],287813,0,7i6pxHwCREvogBRpGyMzFX,1,Spring and a Storm,47,2005-10-24,2005,,['Tally Hall'] 2005-10-24
8563,['Orchestra Studio 7'],193254,0,5QeH0IcbbagirIw13XSmZa,1,Fenesta vascia - Musical base Version,0,1942-11-13,1942,,['Orchestra Studio 7'] 1942-11-13
20362,['America'],277733,0,21w66u4FUEuGQstL4tCFL7,0,Sometimes Lovers,35,1982-01-01,1982,,['America'] 1982-01-01
168491,['Collective Soul'],273453,0,5C9OFRqE2KHK7bOk2Z2z49,1,Run,44,2006-02-07,2006,,['Collective Soul'] 2006-02-07
35309,['The Rolling Stones'],357200,0,0EUuG4wkH0vykpWQJxbDtl,1,Moonlight Mile - 2009 Mix,26,1971-04-23,1971,,['The Rolling Stones'] 1971-04-23
44162,['The Gun Club'],165533,0,3fL8OrXSBST7h5Ol0KQl7Y,1,Ghost On the Highway,27,1981,1981,,['The Gun Club'] 1981
6367,['David Allan Coe'],158600,0,6teK395xJoARA0vVYXEfH5,1,Time Off For Bad Behavior,42,2003-04-08,2003,English,['David Allan Coe'] 2003-04-08
88269,['Francisco Canaro'],171533,0,2HHvjG9sSrs5uVeity8AvB,1,Virgencita del Talar - Remasterizado,0,1925-07-12,1925,,['Francisco Canaro'] 1925-07-12
116597,['Tyler Childers'],218280,0,0fCwTrRNfoNk962ati8n2K,1,All Your'n,69,2019-08-02,2019,,['Tyler Childers'] 2019-08-02
58231,['Leon Russell'],173067,0,29ptcPXfYVcxa2c4OZGe4P,1,Pisces Apple Lady,21,1970,1970,,['Leon Russell'] 1970
100230,['Sarah Vaughan'],199933,0,5Qk35skypXIgfFzmhYzYWZ,1,The Nearness of You,12,1949,1949,,['Sarah Vaughan'] 1949
15829,"['Mac Miller', 'CeeLo Green']",319273,1,4k5UZm89ZX0YAHUp55zpt9,0,We (feat. CeeLo Green),58,2016-09-16,2016,,"['Mac Miller', 'CeeLo Green'] 2016-09-16"
93483,['Elvis Costello'],226040,0,0KrYPz4S4mKHeBjCwYJp0s,0,Watching The Detectives - Single Version,54,1977-07-22,1977,,['Elvis Costello'] 1977-07-22
151283,"['Gang Starr', 'Jadakiss']",219573,1,1KnUt0rICeoLFYPSL40fsU,1,Rite Where U Stand,49,2003-01-01,2003,,"['Gang Starr', 'Jadakiss'] 2003-01-01"
63586,['Takis Mpinis'],212933,0,29MjGHvkmW0XpRsJLYoy6A,0,Mesa sta glikoxaramata,0,1950-01-01,1950,,['Takis Mpinis'] 1950-01-01
39590,['Nicky Jam'],211888,0,25GRgMoXezppQjLjSDLKf5,1,Voy a Beber,60,2014-09-09,2014,,['Nicky Jam'] 2014-09-09
37813,"['Lee ""Scratch"" Perry']",471827,0,6vX22fwRmM4bI0WpWtAvuJ,1,Disco Devil,48,1996-10-14,1996,,"['Lee ""Scratch"" Perry'] 1996-10-14"
51283,['Marty Robbins'],278560,0,4QO3Uvl7c6ViXzyVbiMQxX,1,El Paso,23,1976,1976,,['Marty Robbins'] 1976
157348,['Waylon Jennings'],218360,0,3HT7esGrdLxjQwCzvhoCax,1,"Lonesome, On'ry and Mean",30,1979,1979,,['Waylon Jennings'] 1979
145498,"['Claude Debussy', 'Robert Casadesus']",280893,0,38IfacsRVwGyZTuVP2IOjP,1,"Images, Book I, L. 110: I. Reflets dans l'eau. Andantiono molto",0,1946,1946,,"['Claude Debussy', 'Robert Casadesus'] 1946"
2223,['Los Teen Tops'],125453,0,2WYyBdIt8YxfYBV0d1SUNj,0,Voy Bien o Me Regreso,20,1961-10-25,1961,Spanish,['Los Teen Tops'] 1961-10-25
46955,['Los Brios'],223653,0,6G7s5hbQ2gOFeRGmMbm70s,1,Silueta De Cristal,41,2009-01-01,2009,,['Los Brios'] 2009-01-01
45576,['Morphine'],186467,0,6duiokdiw9dEJe7PEgK30h,1,Honey White,41,1995,1995,,['Morphine'] 1995
55098,['Halsey'],165213,0,36dfGEKTGHxLmdNIYr0VTi,0,I Walk The Line,55,2015-08-28,2015,,['Halsey'] 2015-08-28
165433,['Bob Marley & The Wailers'],257053,0,7tk57waHPKhKcEHFeLcpvR,1,Jah Live - Original Mix,35,1976-04-30,1976,,['Bob Marley & The Wailers'] 1976-04-30
59893,['Bathory'],417360,0,5CzebOPQxefBlDkAJkm5ht,1,Enter the Eternal Fire,33,1987-01-01,1987,,['Bathory'] 1987-01-01
35129,['Rudy Mills'],189307,0,6nqhKb3RCCCxpdNcIzjWkn,1,John Jones,30,1969-01-01,1969,,['Rudy Mills'] 1969-01-01
39261,['Los Cadetes'],227253,0,7F13Js5hgHoA6oVNcEMaK0,1,Seis Pies Abajo,47,2011-03-17,2011,,['Los Cadetes'] 2011-03-17
33925,['Ella Fitzgerald'],166667,0,6hBxh86PqrXoguBa8SL7T3,1,I Never Had A Chance,13,1957-01-01,1957,,['Ella Fitzgerald'] 1957-01-01
18842,['Bee Gees'],181640,0,1bMDOUNbIGcrrm5UUfln4v,1,To Love Somebody,26,1967-07-14,1967,,['Bee Gees'] 1967-07-14
6537,['Jimmy Eat World'],238427,0,0xcaCnpCnhmFHH44MQhJ0Q,1,Futures,43,2004-10-19,2004,English,['Jimmy Eat World'] 2004-10-19
53336,['KMFDM'],329987,0,4OWpVzi8xOMjLipxYxeJYl,0,Stray Bullet,38,1997,1997,,['KMFDM'] 1997
54321,['Kid Rock'],269653,1,1xlsv3p3kUA9jhDQ5F0hmQ,1,Rock N Roll Jesus,42,2007-10-09,2007,,['Kid Rock'] 2007-10-09
