,artists,duration_ms,explicit,id,mode,name,popularity,release_date,year,language,combined_features
1275,"['Johann Sebastian Bach', 'Jo Vincent', 'Ilona Durigo', 'Louis van Tulder', 'Herman Schey', 'Amsterdam Toonkunst Choir', 'Concertgebouworkest', 'Willem Mengelberg']",161333,0,1A1dNGG8oosbrlHN2BFZ45,0,"St. Matthew Passion, BWV 244 - Part Two: No.67 Recitative (Soprano, Alto, Tenor, Bass, Chorus II): ""Nun ist der Herr zur Ruh gebracht""",0,1952-01-01,1952,German,"['Johann Sebastian Bach', 'Jo Vincent', 'Ilona Durigo', 'Louis van Tulder', 'Herman Schey', 'Amsterdam Toonkunst Choir', 'Concertgebouworkest', 'Willem Mengelberg'] 1952-01-01"
159706,['Toby Keith'],239533,0,2CaxgnHBHuiOYIGIyvMbCl,1,Whiskey Girl,47,2003-11-04,2003,,['Toby Keith'] 2003-11-04
143587,['The Killers'],262000,0,3aVyHFxRkf8lSjhWdJ68AW,1,Just Another Girl,65,2013-01-01,2013,,['The Killers'] 2013-01-01
135904,['Kostas Roukounas'],186293,0,2QKpkzMLEIg2uHCj2V6Kbx,1,Theonitsa,0,1930-01-01,1930,,['Kostas Roukounas'] 1930-01-01
21675,['Sheena Easton'],240960,0,2OyhKMrcQ38esiohOixowR,1,Strut,39,1995-04-01,1995,,['Sheena Easton'] 1995-04-01
21785,['Fugees'],111933,1,5Amv02LQjNrMSoOT2L2WmQ,0,Red Intro,43,1996-02-13,1996,,['Fugees'] 1996-02-13
72497,['Gary Lewis & The Playboys'],122440,0,4VZTnmZReKkxmY74cFugki,0,Needles And Pins,15,1965,1965,,['Gary Lewis & The Playboys'] 1965
106467,['Beach House'],258653,0,5UFt0wpIRFSYTIPjZny4u9,1,Myth,60,2012-05-15,2012,,['Beach House'] 2012-05-15
15215,['Abandon All Ships'],219587,0,2tpQV2QzHhviFMsJWpK8bR,1,Take One Last Breath,45,2010-10-05,2010,,['Abandon All Ships'] 2010-10-05
72837,['Joan Baez'],181093,0,4ymMPQZeWVaDtpjPWC4gdX,1,You Ain't Goin' Nowhere,19,1968,1968,,['Joan Baez'] 1968
108792,"['Claude Debussy', 'Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris', 'Roger Desormiere', 'Orchestre Symphonique De Paris']",179627,0,2MnFAZM85LMUQ7tgfHasSM,0,"Pelléas et Mélisande (2006 Digital Remaster), Act V, Scene: Ce n'est pas de cette petite blessure qu'elle peut mourir (Le médecin/Arkel/Golaud)",0,1941,1941,,"['Claude Debussy', 'Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris', 'Roger Desormiere', 'Orchestre Symphonique De Paris'] 1941"
17247,"['Franz Schubert', 'Arthur Rubinstein', 'Jascha Heifetz', 'Emanuel Feuermann']",620413,0,1iwbrRcGnQWMqncttZtsn9,1,"Piano Trio No. 1, Op. 99, (D. 898) in B-Flat: Allegro moderato",1,1951,1951,,"['Franz Schubert', 'Arthur Rubinstein', 'Jascha Heifetz', 'Emanuel Feuermann'] 1951"
11842,['Eddie Money'],238733,0,1w4lThshOhi25TXCFrscga,1,Wanna Be a Rock 'n' Roll Star,27,1977,1977,,['Eddie Money'] 1977
109917,['Count Basie'],173200,0,14VCZyOCJMm8ZO9BjlBHbd,1,Jack And Jill,6,1952-01-01,1952,,['Count Basie'] 1952-01-01
119325,['Oscar Peterson'],228893,0,3TwHxgzGri3VKHQSKpBjqf,0,Dark Eyes,5,1952-01-01,1952,,['Oscar Peterson'] 1952-01-01
94180,['The Judds'],238507,0,2cD3pqgT9Yn4GUcGflMYdk,1,Love Is Alive,49,1984-10-15,1984,,['The Judds'] 1984-10-15
36655,"['オメガトライブ', 'Kiyotaka Sugiyama']",219733,0,70kYUoJbY7GMih4542i7mV,0,Ai No Shinkiro,31,1985-07-01,1985,,"['オメガトライブ', 'Kiyotaka Sugiyama'] 1985-07-01"
105713,['K-Paz De La Sierra'],156133,0,0qJWmorcTJIxCHdpX9xdMT,1,La Vecinita,52,2004-01-01,2004,,['K-Paz De La Sierra'] 2004-01-01
122835,['U2'],257187,0,741AUHHkjuWe9wSNIhmApn,1,Running To Stand Still - Remastered 2007,44,1987-03-10,1987,,['U2'] 1987-03-10
69511,['Britt Nicole'],202307,0,57NzzfHfE8sOSbIHRJJYv7,0,Welcome To The Show,44,2009-01-01,2009,,['Britt Nicole'] 2009-01-01
48930,"['Richard Strauss', 'Res Fischer', 'Astrid Varnay', 'Leonie Rysanek', 'Hans Hotter', 'Helmut Melchert', 'Heiner Horn', 'Gertie Charlent', 'Helene Petrich', 'Kathe Retzmann', 'Hasso Eschert', 'Arno Reinhardt', 'Ilsa Ihme-Sabisch', 'Trude Roesler', 'Marianne Schroeder', 'Marlies Siemeling', 'Kathe Moller-Siepermann', 'Cologne Radio Chorus', 'Cologne Radio Symphony Orchestra', 'Richard Kraus']",388280,0,2DkyUaIiXO03hsGSG9lD3U,1,"Elektra, Op. 58, TrV 223: Was willst du, fremder Mensch? (Elektra)",0,1953-01-01,1953,,"['Richard Strauss', 'Res Fischer', 'Astrid Varnay', 'Leonie Rysanek', 'Hans Hotter', 'Helmut Melchert', 'Heiner Horn', 'Gertie Charlent', 'Helene Petrich', 'Kathe Retzmann', 'Hasso Eschert', 'Arno Reinhardt', 'Ilsa Ihme-Sabisch', 'Trude Roesler', 'Marianne Schroeder', 'Marlies Siemeling', 'Kathe Moller-Siepermann', 'Cologne Radio Chorus', 'Cologne Radio Symphony Orchestra', 'Richard Kraus'] 1953-01-01"
11832,['Jessi Colter'],169880,0,7hlGoNvoWuXXHKpqF6lcqI,1,If She's Where You Like Livin',26,1976-01-12,1976,,['Jessi Colter'] 1976-01-12
132131,['John Farnham'],195213,0,4yypDIIxEtBeyo7ULGRvPn,0,Break The Ice,41,1986-07-01,1986,,['John Farnham'] 1986-07-01
72065,['The Ray Conniff Singers'],135533,0,1y9Q8VxVPzyTw5JYnOHC4Z,1,Dancing With Tears In My Eyes,11,1960,1960,,['The Ray Conniff Singers'] 1960
68629,"['Ghostface Killah', 'Cappadonna', 'Method Man', 'Redman']",242200,0,36Q4rLcgYYbJ4y2LnuIPGj,1,"Buck 50 (feat. Cappadonna, Method Man & Redman)",36,2000-02-08,2000,,"['Ghostface Killah', 'Cappadonna', 'Method Man', 'Redman'] 2000-02-08"
39329,['Hanni El Khatib'],141091,1,6DAZo26QUioi1UnCI0euII,1,You Rascal You,47,2011-09-27,2011,,['Hanni El Khatib'] 2011-09-27
62317,"['Lil Wayne', 'Tech N9ne']",121227,1,08VaVTsCjqSS5BlgGiYzej,0,Interlude,43,2011-01-01,2011,,"['Lil Wayne', 'Tech N9ne'] 2011-01-01"
25902,"['Camille Saint-Saëns', 'Eugene Ormandy', 'Philadelphia Orchestra']",84360,0,0XH0J0jriicKObLWsTrX73,1,Carnival of the Animals: 5. The Elephant. Allegretto pomposo,19,1957,1957,,"['Camille Saint-Saëns', 'Eugene Ormandy', 'Philadelphia Orchestra'] 1957"
10733,['Astrud Gilberto'],143000,0,1BAjdZhz4onLeo89oxOcZk,0,Tristeza,24,1965-05-22,1965,,['Astrud Gilberto'] 1965-05-22
114002,['Mazzy Star'],310733,0,3BdHMOIA9B0bN53jbE5nWe,1,Blue Light,49,1993-01-01,1993,,['Mazzy Star'] 1993-01-01
90338,"['Max Bruch', 'Jascha Heifetz', 'Sir Malcolm Sargent']",467933,0,6wJGpU1ewSpavC0LvT8oKC,1,"Scottish Fantasy, Op. 46: I. Introduction Grave - Adagio cantabile - Redbook Stereo",6,1946,1946,,"['Max Bruch', 'Jascha Heifetz', 'Sir Malcolm Sargent'] 1946"
51410,['Anne Murray'],231800,0,1vUPQsrCPaxJNuWpIAIlya,1,We Don't Make Love Anymore,29,1978,1978,,['Anne Murray'] 1978
35499,['Strawbs'],175827,0,4gAM42kOXFw9TJbSsRvWAj,1,Part Of The Union,38,1973,1973,,['Strawbs'] 1973
30170,['M2M'],200427,0,2gX1J5hbHs1V7gkHsNglTv,0,Mirror Mirror,52,2000-02-15,2000,,['M2M'] 2000-02-15
47370,['Glass Animals'],211194,0,4XCpDE4pLTkkQ0kudqBLdS,1,Psylla,49,2013-01-01,2013,,['Glass Animals'] 2013-01-01
25241,['Lefty Frizzell'],151573,0,1wAu6dfgHHzYCJoC64NY7L,1,If I Lose You (I'll Lose My World),0,1951,1951,,['Lefty Frizzell'] 1951
24075,['Aries'],161400,1,7jahcsevTvePvdduUFVzpq,1,CAROUSEL,65,2019-04-18,2019,,['Aries'] 2019-04-18
5726,['Fiona Apple'],254867,0,0hZB0qz8F4ogsxHVXXri5Q,0,The Child Is Gone,40,1996-07-23,1996,English,['Fiona Apple'] 1996-07-23
28524,['Johnny Lee'],190600,0,7i6TEjU1CECJOzbYIjCkIo,1,Prisoner of Hope,24,1983,1983,,['Johnny Lee'] 1983
67205,['Commodores'],258667,0,54FfURHYc3kATCbteQup0K,1,Goin' To The Bank,27,1986-01-01,1986,,['Commodores'] 1986-01-01
65859,['Artie Shaw & His New Music'],169173,0,2xsCgd2lzJER6Yz5lH1dtq,0,Nightmare,20,1972,1972,,['Artie Shaw & His New Music'] 1972
130859,['Simón Díaz'],187267,0,7epe37kYbhgDxaBUQOaHgx,0,Tonada De Luna Llena,42,1974-12-22,1974,,['Simón Díaz'] 1974-12-22
49426,['Billy Vaughn'],150400,0,7sfVgab72UfiV2YixJ0uKV,1,Joy To The World,7,1958-01-01,1958,,['Billy Vaughn'] 1958-01-01
54171,['Danny Elfman'],165640,0,1mTeIr9fB94C7craFmKDCo,0,Tears to Shed,45,2005-09-20,2005,,['Danny Elfman'] 2005-09-20
10641,['Bob Dylan'],250173,0,1T1XFt2y0eUj0Zy5TrFTrL,1,"I'll Keep It with Mine - Take 1, Piano Demo",22,1965-01-01,1965,,['Bob Dylan'] 1965-01-01
154980,['Eartha Kitt'],179560,0,0CmnnDccfsdrt6NOZNX0UJ,1,Looking for a Boy,8,1955,1955,,['Eartha Kitt'] 1955
141765,['White Zombie'],294627,0,2Slqcx8DDRjDwPI2lzyRPp,1,"Electric Head, Part 1 (The Agony)",41,1995,1995,,['White Zombie'] 1995
75515,['Merle Haggard'],197667,0,407UrySX4HuErwv5Py7Nyx,1,Lonesome Fugitive (I m A),34,1995-01-01,1995,,['Merle Haggard'] 1995-01-01
162449,['紫薇'],166667,0,2gN1JHeaXaondQLpGjnZ9C,1,母親您在何方,1,1945-02-01,1945,,['紫薇'] 1945-02-01
59146,['Motörhead'],311080,0,3Staqm5EYDnYBqcwuxrWjZ,0,Overkill,29,1979-03-24,1979,,['Motörhead'] 1979-03-24
20284,['ZZ Top'],260333,0,2CgJ64j5GnyqdV670tS2Oy,1,Ten Foot Pole,28,1981-07-20,1981,,['ZZ Top'] 1981-07-20
88928,['Angurbala Devi'],187120,0,2Fz5JxVtCRlmxTd64GISO9,1,Kemone Rakhi Ankhibari Chapiya,0,1931-12-01,1931,,['Angurbala Devi'] 1931-12-01
5173,['NOFX'],104467,0,7a8JLhUwa7IWKEKsyJjk9X,0,Green Corn,40,1991-02-01,1991,English,['NOFX'] 1991-02-01
40333,['Giorgos Papasideris'],196373,0,6kkRv0Ks5sUlRL6srHKXsA,1,Pantrepsou Kori Na Haro,0,1930-01-01,1930,,['Giorgos Papasideris'] 1930-01-01
72645,['Ennio Morricone'],110360,0,1tKwcoFEaaDRO6YRfAIIlv,0,Marcia Without Hope - Marcetta Senza Speranza,17,1966,1966,,['Ennio Morricone'] 1966
119118,['Richard Rodgers'],211827,0,5DEYNAKbWgwKKGaxHXNsEc,1,A Wonderful Guy,3,1950,1950,,['Richard Rodgers'] 1950
167415,['Neneh Cherry'],270400,0,1eOCyaSRBdFGofbLYjgGM2,0,Woman,58,1996-01-01,1996,,['Neneh Cherry'] 1996-01-01
57006,"['Francisco ""Charro"" Avitia']",157147,0,2GLov4C4Ox7efuCyxqRIM9,1,El Decedido,9,1958-01-12,1958,,"['Francisco ""Charro"" Avitia'] 1958-01-12"
4049,['Bee Gees'],250627,0,1G6084sancplRFc0JmGOdP,0,If I Can't Have You - Count Da Money Remix,31,1979-01-01,1979,English,['Bee Gees'] 1979-01-01
141034,['Winger'],238533,0,3TWMiVaw8pN0SurElKlOXQ,0,Hungry,37,1988,1988,,['Winger'] 1988
130954,['Queen'],185267,0,6zt3iq6CVLuCyIxQ1HRj23,0,I'm In Love With My Car,34,1975-11-21,1975,,['Queen'] 1975-11-21
85740,['The Goo Goo Dolls'],289533,0,6Qyc6fS4DsZjB2mRW9DsQs,0,Iris,77,1998-09-11,1998,,['The Goo Goo Dolls'] 1998-09-11
103243,['Prince'],225547,0,6Kbkge4WbvwWv1jVzSQsr8,1,When You Were Mine,48,1980-10-08,1980,,['Prince'] 1980-10-08
165773,['Beth Carvalho'],223267,0,2XCF9zbOTpv4VfuQxahluA,1,Andança,56,1979-09-28,1979,,['Beth Carvalho'] 1979-09-28
25983,['Gil Evans'],347800,0,2YrnLT2f5SNMMNtTsnhB1A,1,Ella Speed,11,1958-01-01,1958,,['Gil Evans'] 1958-01-01
21699,['Elliott Smith'],159747,0,4xFNWqI3kQ34kNKMplWsk2,1,The Biggest Lie,36,1995,1995,,['Elliott Smith'] 1995
126954,"['Felix Knight', 'Charlotte Henry']",174243,0,4ruPddirBXm2YvJJ6XHqGP,1,"Go to Sleep, Slumber Deep",1,1934-11-23,1934,,"['Felix Knight', 'Charlotte Henry'] 1934-11-23"
158073,['Bad Brains'],222333,0,532GcM2m0edyHHLHNtMRpr,1,She's Calling You,33,1986,1986,,['Bad Brains'] 1986
152439,"['Lost Kings', 'Emily Warren']",215565,1,5bvNpG6wiIEf1PA13TkTu2,0,Phone Down (feat. Emily Warren),61,2016-10-07,2016,,"['Lost Kings', 'Emily Warren'] 2016-10-07"
8862,"['Francisco Canaro', 'Alberto Arenas']",160000,0,5VYx6dBraiLkmdng0BVwmM,1,Vine a Verte - Remasterizado,0,1947-03-15,1947,,"['Francisco Canaro', 'Alberto Arenas'] 1947-03-15"
78520,['Tommy Dorsey'],170480,0,7L7cJzX1RQm0CjLyKZz8p8,0,I Could Make You Care,3,1925,1925,,['Tommy Dorsey'] 1925
14345,['Cross Canadian Ragweed'],344133,0,53fSom4ZfTAGde5A4jfpCb,1,Broken,40,2002-01-01,2002,,['Cross Canadian Ragweed'] 2002-01-01
110144,"['Wolfgang Amadeus Mozart', 'Glyndebourne Festival Orchestra', 'Rise Stevens', 'Vittorio Gui']",171560,0,1EMXaXThsk59mcFWZUZ5Nx,1,"Le nozze di Figaro, K. 492, Act I Scene 5: Non so più cosa son, cos faccio (Cherubino)",14,1955,1955,,"['Wolfgang Amadeus Mozart', 'Glyndebourne Festival Orchestra', 'Rise Stevens', 'Vittorio Gui'] 1955"
103703,['Talking Heads'],221000,0,0Q2b6AxWV5tD117XktdQxl,1,Heaven - Live,48,1984,1984,,['Talking Heads'] 1984
72413,"['Johann Sebastian Bach', 'Glenn Gould']",187760,0,44Myj3pcCR6NSstwtjGYs0,0,"Sinfonia No. 5 in E-Flat Major, BWV 791 - Remastered",15,1964,1964,,"['Johann Sebastian Bach', 'Glenn Gould'] 1964"
62654,['Steffany Gretzinger'],194660,0,2TTpZrsNdlOBoHKNGdpSeq,1,No Fear in Love,50,2014-08-25,2014,,['Steffany Gretzinger'] 2014-08-25
112083,['The Tymes'],206360,0,1LPCESFhMbgMaQjRG5dm9P,1,Ms. Grace,42,1974-02-07,1974,,['The Tymes'] 1974-02-07
169525,['Christian Nodal'],233547,0,4prmUBle7TtAeeUgCnsc3Z,1,Probablemente,70,2017-08-25,2017,,['Christian Nodal'] 2017-08-25
29915,"['Max Casella', 'Tom Alan Robbins', 'Scott Irby-Ranniar', 'Ensemble - The Lion King', 'Jason Raize']",193240,0,57St0tyACFcZCR3MkOVwZ4,1,Hakuna Matata,38,1997-01-01,1997,,"['Max Casella', 'Tom Alan Robbins', 'Scott Irby-Ranniar', 'Ensemble - The Lion King', 'Jason Raize'] 1997-01-01"
82072,['Oliver Nelson'],525613,0,4ow1XH4hwe3yOGXG2eTTTY,0,Stolen Moments,52,1961,1961,,['Oliver Nelson'] 1961
27380,['Seals and Crofts'],212040,0,5sd8eVtnZl82iCPxaLyzWe,1,Fiddle in the Sky,26,1972,1972,,['Seals and Crofts'] 1972
165212,['James Brown'],831707,0,6t7vtuzOeRiU7IFzzFwynr,0,Papa Don't Take No Mess,32,1974-01-01,1974,,['James Brown'] 1974-01-01
145529,"['Felix Mendelssohn', 'Isaac Stern', 'Alexander Zakin', 'Eugene Ormandy', 'Philadelphia Orchestra']",385240,0,3EE8z3wY7NFgjmBbW7tItP,1,"III. Allegretto non troppo; Allegro molto vivace from Concerto In E minor for Violin and Orchestra, Op. 64",0,1946,1946,,"['Felix Mendelssohn', 'Isaac Stern', 'Alexander Zakin', 'Eugene Ormandy', 'Philadelphia Orchestra'] 1946"
76839,['Smokey Robinson & The Miracles'],182040,0,73C1yErumNeDkjHBtmA5Tc,1,The Tears Of A Clown,39,2008-01-01,2008,,['Smokey Robinson & The Miracles'] 2008-01-01
60256,"['Jacky Cheung', 'Anita Mui']",224893,0,09PZUuqCdaZi7KEIXdmoEQ,1,相愛很難,44,1990-01-01,1990,,"['Jacky Cheung', 'Anita Mui'] 1990-01-01"
71026,['Sam Eskin'],94000,0,2MyvVtjJt3MrCBjAoZRgZl,1,My Children Are Laughing Behind My Back,0,1950-01-01,1950,,['Sam Eskin'] 1950-01-01
89066,['Billie Holiday'],166600,0,4EABE0H14S5JrqJkqKrTFH,1,Falling In Love Again - Take 2,16,1933,1933,,['Billie Holiday'] 1933
128159,"['Maurice Ravel', 'Concertgebouworkest']",369453,0,2418unxNbfkbvqyFy54giR,1,Rapsodie Espagnole: IV Feria,0,1947,1947,,"['Maurice Ravel', 'Concertgebouworkest'] 1947"
52312,['David Wilcox'],257240,0,6RhXLgNOWJTPfFQFdMok9M,1,Layin' Pipe,39,1987-01-01,1987,,['David Wilcox'] 1987-01-01
39523,['The Weeknd'],307173,0,3D7izPzeEcz7lBhcCZJccl,0,Belong To The World,51,2013-01-01,2013,,['The Weeknd'] 2013-01-01
115840,['Dirty Heads'],245501,0,5css8d6tc4sYLpjBNRVCO0,1,Cabin By the Sea,57,2012-06-19,2012,,['Dirty Heads'] 2012-06-19
92770,['Black Sabbath'],378227,0,0xIZPPBfLqQEAj1BLmGrNc,1,Black Sabbath - 2014 Remaster,50,1970-02-13,1970,,['Black Sabbath'] 1970-02-13
32957,['Igor Stravinsky'],213173,0,5s6SYIPSk0ArTBQ3cR4l0r,1,Octet for Wind Instruments: III. Finale,1,1948,1948,,['Igor Stravinsky'] 1948
78697,['Ignacio Corsini'],135867,0,0LXCrTjewP3yyI6ig5W89j,0,Te Has Ido - Remasterizado,0,1927-05-14,1927,,['Ignacio Corsini'] 1927-05-14
80272,['Alfred Newman'],254200,0,2mLTfNf0bdnmgjcCCRz3wM,1,Unused Cue #1 - From “The Song Of Bernadette”,6,1943,1943,,['Alfred Newman'] 1943
15393,['Cashmere Cat'],242133,0,52Pp8J18LYkyWL9OXhRUZh,1,Mirror Maru,53,2012-10-22,2012,,['Cashmere Cat'] 2012-10-22
76188,['Korn'],249133,1,2epJOYKMo2XOXuc8Bk3Xwa,0,Hollow Life,38,2002-06-20,2002,,['Korn'] 2002-06-20
129901,['The Animals'],181333,0,3QeGK6mK2glDLGQQMFORqR,1,I'm In Love,23,1964-01-01,1964,,['The Animals'] 1964-01-01
129389,['The New Lost City Ramblers'],180200,0,503NqawTte4PZiwqCG5jgu,1,No Depression in Heaven,20,1959-01-01,1959,,['The New Lost City Ramblers'] 1959-01-01
123184,['Primus'],363733,0,0oGCtQMNzECE3yQhhaVIiJ,1,Frizzle Fry,40,1990-02-07,1990,,['Primus'] 1990-02-07
63171,['The Score'],166693,0,6hypt8VPJxeMXTTcRUHS86,1,Glory,68,2019-02-01,2019,,['The Score'] 2019-02-01
62206,"['Rick Ross', 'Gucci Mane']",298827,1,1nnEDoSsNqbUMolxXmxopa,1,MC Hammer,45,2010-01-01,2010,,"['Rick Ross', 'Gucci Mane'] 2010-01-01"
50436,['Os Mutantes'],108787,0,2jgSHtEZ2UxQSz1lHrKoVl,1,Tempo No Tempo,26,1968-01-01,1968,,['Os Mutantes'] 1968-01-01
28097,['Merle Haggard'],153067,0,4qcXnqHrqKwvzZfuQf9tAv,1,Red Bandana,24,1979-05-18,1979,,['Merle Haggard'] 1979-05-18
32111,['Kash Doll'],149092,1,3O2gpEXz5HZ5uTxeeRE1M1,1,Doin Too Much,64,2019-10-18,2019,,['Kash Doll'] 2019-10-18
122893,['Coyote Oldman'],390560,0,5O5ADm6Aj2z5EvuT4JdT0l,0,Lunar Symphony,45,1987-06-01,1987,,['Coyote Oldman'] 1987-06-01
33163,['Roza Eskenazi'],190009,0,1WOWxTB91GnPfgZVDXlqVD,0,Το καναρίνι,0,1950-01-01,1950,,['Roza Eskenazi'] 1950-01-01
95292,['Primus'],261427,0,5WzdX4iArSQZELuxI0Oq5Q,1,Wynona's Big Brown Beaver,55,1995-01-01,1995,,['Primus'] 1995-01-01
49815,"['Tito Puente', 'Vicentico Valdés']",190232,0,6OgyMEjHYsrNcYrRCCdGvr,1,Si Me Dices Que Sí,12,1962-12-31,1962,,"['Tito Puente', 'Vicentico Valdés'] 1962-12-31"
88773,"['Franz Liszt', 'Vladimir Horowitz']",169933,0,79NapO7pzkOMOuaBzc0jj7,1,"Valse oubliée in F-Sharp Major, S. 215/1",8,1930,1930,,"['Franz Liszt', 'Vladimir Horowitz'] 1930"
168640,['Heart'],262160,0,38bHLl4pznhxzRJLuw1OA7,0,Barracuda,52,2008-11-18,2008,,['Heart'] 2008-11-18
4546,['Bruce Cockburn'],248533,0,1Ih788LFEBiWRhn2EQmkIS,0,Lovers In A Dangerous Time,41,1984,1984,English,['Bruce Cockburn'] 1984
108580,['Jack Teagarden And His Orchestra'],167627,0,13k1KKnf9OtirclMiWCNmz,1,One O'Clock Jump,0,1939,1939,,['Jack Teagarden And His Orchestra'] 1939
